Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
6122;4700153108;"Tropical Biomedicine";journal;"01275720";"Malaysian Society of Parasitology and Tropical Medicine";Yes;No;0,263;Q3;45;72;246;3464;231;246;0,94;48,11;53,03;0;36;Malaysia;Asiatic Region;"Malaysian Society of Parasitology and Tropical Medicine";"2005-2024";"Infectious Diseases (Q3); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
6123;21100867251;"Architectural Histories";journal;"20505833";"Open Library of Humanities";Yes;Yes;0,262;Q1;6;56;64;2510;24;64;0,39;44,82;57,47;0;19;United Kingdom;Western Europe;"Open Library of Humanities";"2018-2024";"History (Q1); Visual Arts and Performing Arts (Q1); Architecture (Q2)";"Arts and Humanities; Engineering"
6124;21100821147;"Quaestio Rossica";journal;"2311911X, 23136871";"Ural Federal University";Yes;Yes;0,262;Q1;9;87;291;2928;63;283;0,22;33,66;58,51;0;14;Russian Federation;Eastern Europe;"Ural Federal University";"2013-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
6125;21101041511;"Journal of Holistic Nursing and Midwifery";journal;"25883712, 25883720";"Guilan University of Medical Sciences";Yes;No;0,262;Q2;9;37;104;1223;79;104;0,58;33,05;59,60;0;15;Iran;Middle East;"Guilan University of Medical Sciences";"2017-2025";"Drug Guides (Q2); Maternity and Midwifery (Q2); Advanced and Specialized Nursing (Q3); Nursing (miscellaneous) (Q3)";"Medicine; Nursing"
6126;21100810460;"Logos and Episteme";journal;"20693052, 20690533";"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";Yes;Yes;0,262;Q2;8;25;77;547;31;77;0,45;21,88;12,00;0;1;Romania;Eastern Europe;"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";"2016-2024";"Philosophy (Q2)";"Arts and Humanities"
6127;5800207580;"Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje";journal;"13316745";"Institut za Hrvatski Jezik i Jezikoslovlje";Yes;Yes;0,262;Q2;8;8;81;254;27;73;0,30;31,75;87,50;0;0;Croatia;Eastern Europe;"Institut za Hrvatski Jezik i Jezikoslovlje";"2011, 2013-2024";"Linguistics and Language (Q2)";"Social Sciences"
6128;21100423127;"Stability";journal;"21652627";"Department of Peace Studies and International Development, University of Bradford";Yes;No;0,262;Q2;26;0;6;0;6;6;1,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Department of Peace Studies and International Development, University of Bradford";"2012-2020, 2022-2023";"Law (Q2); Political Science and International Relations (Q2)";"Social Sciences"
6129;7100153137;"Transformations in Business and Economics";journal;"16484460";"Vilnius University Press";Yes;No;0,262;Q2;30;105;291;6247;419;276;1,58;59,50;49,52;0;66;Lithuania;Eastern Europe;"Vilnius University Press";"2006-2024";"Political Science and International Relations (Q2); Business and International Management (Q3); Economics and Econometrics (Q3); Marketing (Q3); Social Sciences (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
6130;19700182306;"American Journal of Case Reports";journal;"19415923";"International Scientific Information, Inc.";Yes;No;0,262;Q3;29;447;1479;8808;1173;1477;0,75;19,70;35,96;0;200;United States;Northern America;"International Scientific Information, Inc.";"2008-2025";"Medicine (miscellaneous) (Q3)";"Medicine"
6131;21100211763;"Boletin de la Sociedad Argentina de Botanica";journal;"18512372, 0373580X";"Sociedad Argentina de Botanica";Yes;Yes;0,262;Q3;20;15;111;834;78;111;0,64;55,60;57,78;0;8;Argentina;Latin America;"Sociedad Argentina de Botanica";"2006-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
6132;21100432467;"Brazilian Journal of Food Technology";journal;"15167275, 19816723";"Instituto de Tecnologia de Alimentos - ITAL";Yes;No;0,262;Q3;22;48;175;2228;229;175;1,21;46,42;54,84;0;15;Brazil;Latin America;"Instituto de Tecnologia de Alimentos - ITAL";"2015-2025";"Food Science (Q3)";"Agricultural and Biological Sciences"
6133;21100845389;"Chebyshevskii Sbornik";journal;"22268383";"State Lev Tolstoy Pedagogical University";Yes;No;0,262;Q3;10;106;382;2050;97;382;0,25;19,34;31,39;0;1;Russian Federation;Eastern Europe;"State Lev Tolstoy Pedagogical University";"2017-2024";"Mathematics (miscellaneous) (Q3)";"Mathematics"
6134;21101198699;"iLIVER";journal;"27729478";"Elsevier Ltd";Yes;No;0,262;Q3;5;40;72;1536;84;69;1,17;38,40;36,41;0;26;United Kingdom;Western Europe;"Elsevier Ltd";"2022-2025";"Dentistry (miscellaneous) (Q3); Hepatology (Q4)";"Dentistry; Medicine"
6135;21100301410;"International Journal for Quality Research";journal;"18007473, 18006450";"University of Montenegro";Yes;Yes;0,262;Q3;30;82;245;3091;371;245;1,49;37,70;52,00;0;38;Serbia;Eastern Europe;"University of Montenegro";"2012-2025";"Industrial and Manufacturing Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Management Science and Operations Research (Q4)";"Decision Sciences; Engineering"
6136;21100235622;"International Journal of Automotive and Mechanical Engineering";journal;"22298649, 21801606";"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang";Yes;No;0,262;Q3;34;71;207;3247;318;207;1,46;45,73;20,92;0;25;Malaysia;Asiatic Region;"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang";"2010-2024";"Automotive Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
6137;21100201309;"International Journal of Dream Research";journal;"18667953";"Universitaet Heidelberg";Yes;No;0,262;Q3;21;30;94;1148;82;94;0,71;38,27;36,90;0;2;Germany;Western Europe;"Universitaet Heidelberg";"2011-2024";"Psychology (miscellaneous) (Q3)";"Psychology"
6138;21100922651;"International Journal of Transport Development and Integration";journal;"20588305, 20588313";"International Information and Engineering Technology Association";Yes;No;0,262;Q3;13;55;93;2084;143;93;1,77;37,89;29,14;0;39;Canada;Northern America;"International Information and Engineering Technology Association";"2017-2024";"Automotive Engineering (Q3); Civil and Structural Engineering (Q3); Transportation (Q4)";"Engineering; Social Sciences"
6139;21100433106;"Journal of Asia-Pacific Biodiversity";journal;"22879544, 2287884X";"National Science Museum od Korea";Yes;Yes;0,262;Q3;28;133;285;4725;248;284;0,79;35,53;32,76;0;34;South Korea;Asiatic Region;"National Science Museum od Korea";"2013-2025";"Animal Science and Zoology (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences; Environmental Science"
6140;21100889410;"Journal of Regional and City Planning";journal;"25026429";"ITB Journal Publisher";Yes;No;0,262;Q3;11;15;55;911;68;55;1,03;60,73;30,00;0;15;Indonesia;Asiatic Region;"ITB Journal Publisher";"2017-2024";"Development (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
6141;21100806903;"Journal of Threatened Taxa";journal;"09747907, 09747893";"Wildlife Information &amp; Liaison Development Society";Yes;No;0,262;Q3;17;226;765;6841;432;752;0,54;30,27;27,98;0;92;India;Asiatic Region;"Wildlife Information &amp; Liaison Development Society";"2016-2025";"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3)";"Agricultural and Biological Sciences; Environmental Science"
6142;22133;"Ornis Hungarica";journal;"12151610, 20619588";"Walter de Gruyter GmbH";Yes;No;0,262;Q3;13;39;96;1851;68;96;0,73;47,46;19,63;0;17;Hungary;Eastern Europe;"Walter de Gruyter GmbH";"1992, 2009, 2011-2024";"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences"
6143;19983;"Pakistan Journal of Botany";journal;"05563321";"Pakistan Botanical Society";Yes;No;0,262;Q3;78;253;805;12394;901;801;1,04;48,99;40,00;0;97;Pakistan;Asiatic Region;"Pakistan Botanical Society";"1978, 1984-1986, 1996-2025";"Plant Science (Q3)";"Agricultural and Biological Sciences"
6144;26800;"Pomorstvo";journal;"13320718";"University of Rijeka, Faculty of Maritime Studies Rijeka";Yes;Yes;0,262;Q3;15;23;108;890;149;108;1,40;38,70;30,30;0;9;Croatia;Eastern Europe;"University of Rijeka, Faculty of Maritime Studies Rijeka";"2001-2024";"Engineering (miscellaneous) (Q3); Geography, Planning and Development (Q3); Ocean Engineering (Q3); Social Sciences (miscellaneous) (Q3)";"Engineering; Social Sciences"
6145;5600152989;"Sotsiologicheskiy Zhurnal";journal;"15622495, 16841581";"Institut Sociologii RAN";Yes;Yes;0,262;Q3;8;32;101;1173;48;100;0,67;36,66;54,55;0;13;Russian Federation;Eastern Europe;"Institut Sociologii RAN";"2017-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
6146;80112;"The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi";journal;"15989992";"Korean Society of Gastroenterology";Yes;No;0,262;Q3;29;64;204;0;144;204;0,79;0,00;30,26;0;34;South Korea;Asiatic Region;"Korean Society of Gastroenterology";"2003-2025";"Medicine (miscellaneous) (Q3)";"Medicine"
6147;21100469599;"Therya";journal;"20073364";"Asociacion Mexicana de Mastozoologia";Yes;Yes;0,262;Q3;16;29;120;1778;86;111;0,67;61,31;46,32;0;18;Mexico;Latin America;"Asociacion Mexicana de Mastozoologia";"2015-2024";"Animal Science and Zoology (Q3)";"Agricultural and Biological Sciences"
6148;21100935803;"Transactions on Transport Sciences";journal;"18029876";"Palacky University in Olomouc";Yes;Yes;0,262;Q3;9;24;71;850;77;67;0,85;35,42;29,41;0;20;Czech Republic;Eastern Europe;"Palacky University in Olomouc";"2017-2024";"Automotive Engineering (Q3); Civil and Structural Engineering (Q3); Management, Monitoring, Policy and Law (Q3); Applied Psychology (Q4); Transportation (Q4)";"Engineering; Environmental Science; Psychology; Social Sciences"
6149;19900191601;"Turkiye Entomoloji Dergisi";journal;"10106960";"Entomological Society of Turkey";Yes;No;0,262;Q3;19;30;124;1365;99;124;0,76;45,50;34,85;0;9;Turkey;Middle East;"Entomological Society of Turkey";"2010-2025";"Insect Science (Q3)";"Agricultural and Biological Sciences"
6150;21101063740;"Urban Agriculture and Regional Food Systems";journal;"25751220";"John Wiley and Sons Ltd";Yes;No;0,262;Q3;11;26;36;1425;51;36;1,00;54,81;45,56;0;20;United States;Northern America;"John Wiley and Sons Ltd";"2016-2025";"Agronomy and Crop Science (Q3); Horticulture (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
6151;21100981747;"Urbano";journal;"07173997, 07183607";"Universidad del Bio-Bio";Yes;Yes;0,262;Q3;6;18;58;580;36;52;0,63;32,22;43,24;1;11;Chile;Latin America;"Universidad del Bio-Bio";"2016-2024";"Urban Studies (Q3)";"Social Sciences"
6152;5600153488;"Rural Society";journal;"10371656";"Taylor and Francis Ltd.";Yes;No;0,262;Q4;32;12;36;728;47;35;1,31;60,67;22,86;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1991-2025";"Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting"
6153;21101158592;"Essays in French Literature and Culture";journal;"18357040";"Westerly Centre, The University of Western Australia";Yes;Yes;0,261;Q1;2;0;20;0;10;19;0,25;0,00;0,00;0;0;Australia;Pacific Region;"Westerly Centre, The University of Western Australia";"2019-2022";"Literature and Literary Theory (Q1); Arts and Humanities (miscellaneous) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
6154;21100842159;"International Review of Applied Sciences and Engineering";journal;"20620810, 20634269";"Akademiai Kiado";Yes;No;0,261;Q2;14;62;113;2512;160;113;1,44;40,52;23,31;1;22;Hungary;Eastern Europe;"Akademiai Kiado";"2017-2025";"Architecture (Q2); Engineering (miscellaneous) (Q3); Environmental Engineering (Q3); Information Systems (Q3); Materials Science (miscellaneous) (Q3); Management Science and Operations Research (Q4)";"Computer Science; Decision Sciences; Engineering; Environmental Science; Materials Science"
6155;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,261;Q2;23;16;48;528;52;43;1,80;33,00;87,88;0;7;United States;Northern America;"Association of College and Research Libraries";"1996-2024";"Library and Information Sciences (Q2); Engineering (miscellaneous) (Q3)";"Engineering; Social Sciences"
6156;21101032131;"Journal for Peace and Nuclear Disarmament";journal;"25751654";"Taylor and Francis Ltd.";Yes;Yes;0,261;Q2;13;36;109;1559;110;87;1,19;43,31;44,00;4;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2024";"Political Science and International Relations (Q2)";"Social Sciences"
6157;5100154602;"Mana: Estudos de Antropologia Social";journal;"01049313";"Universidade Federal do Rio de Janeiro - UFRJ";Yes;Yes;0,261;Q2;18;31;91;1555;46;91;0,53;50,16;47,06;0;7;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2006-2024";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
6158;5700176869;"Revista Espanola de Antropologia Americana";journal;"05566533, 19882718";"Universidad Complutense Madrid";Yes;Yes;0,261;Q2;11;20;58;745;25;50;0,27;37,25;52,00;0;7;Spain;Western Europe;"Universidad Complutense Madrid";"1970-1971, 2009-2024";"Anthropology (Q2)";"Social Sciences"
6159;19700182336;"Advances in Astronomy";journal;"16877977, 16877969";"John Wiley and Sons Ltd";Yes;No;0,261;Q3;34;5;51;213;83;51;0,90;42,60;41,18;0;0;United States;Northern America;"John Wiley and Sons Ltd";"2010-2024";"Astronomy and Astrophysics (Q3); Space and Planetary Science (Q4)";"Earth and Planetary Sciences; Physics and Astronomy"
6160;21100838801;"African Evaluation Journal";journal;"23065133, 23104988";"AOSIS (Pty) Ltd";Yes;No;0,261;Q3;10;19;41;462;33;38;0,88;24,32;55,56;0;7;South Africa;Africa;"AOSIS (Pty) Ltd";"2017-2025";"Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
6161;19700175782;"British Journal of Medical Practitioners";journal;"17578515";"JMN Medical Education Ltd";Yes;No;0,261;Q3;17;0;9;0;5;7;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"JMN Medical Education Ltd";"2010-2021";"Medicine (miscellaneous) (Q3)";"Medicine"
6162;21100224449;"Eco.mont";journal;"20731558, 2073106X";"The Austrian Academy of Sciences Press";Yes;No;0,261;Q3;14;15;62;458;44;55;0,84;30,53;50,00;0;10;Austria;Western Europe;"The Austrian Academy of Sciences Press";"2009-2025";"Ecology (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3)";"Environmental Science"
6163;17800156701;"Engineering Letters";journal;"1816093X, 18160948";"International Association of Engineers";Yes;No;0,261;Q3;25;232;574;6876;882;566;1,59;29,64;33,70;0;57;Hong Kong;Asiatic Region;"International Association of Engineers";"2009-2025";"Engineering (miscellaneous) (Q3)";"Engineering"
6164;7600153108;"Hacienda Publica Espanola";journal;"02101173";"Instituto de Estudios Fiscales";Yes;No;0,261;Q3;17;25;68;1221;50;68;0,47;48,84;41,67;0;16;Spain;Western Europe;"Instituto de Estudios Fiscales";"2007-2024";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
6165;19200157026;"Journal of Apicultural Science";journal;"16434439";"Research Institute of Pomology and Floriculture";Yes;No;0,261;Q3;29;15;64;664;70;64;1,04;44,27;38,98;0;2;Poland;Eastern Europe;"Research Institute of Pomology and Floriculture";"2008-2024";"Insect Science (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
6166;28360;"Journal of Object Technology";journal;"16601769";"Journal of Object Technology";Yes;No;0,261;Q3;40;22;71;857;91;69;1,47;38,95;10,14;0;1;Switzerland;Western Europe;"Journal of Object Technology";"2002-2024";"Software (Q3)";"Computer Science"
6167;19200156959;"Kafkas Universitesi Veteriner Fakultesi Dergisi";journal;"13006045, 13092251";"Kafkas University";Yes;Yes;0,261;Q3;29;99;268;3818;276;266;1,02;38,57;39,69;0;17;Turkey;Middle East;"Kafkas University";"2008-2025";"Veterinary (miscellaneous) (Q3)";"Veterinary"
6168;21101058284;"Current Journal of Neurology";journal;"2717011X";"Tehran University of Medical Sciences";Yes;Yes;0,261;Q4;7;30;120;756;95;99;0,74;25,20;41,98;0;7;Iran;Middle East;"Tehran University of Medical Sciences";"2020-2024";"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
6169;21101028193;"Applied Research on English Language";journal;"22520198, 23225343";"University of Isfahan, Department of English";Yes;No;0,260;Q2;8;29;62;1679;76;62;1,24;57,90;40,68;0;9;Iran;Middle East;"University of Isfahan, Department of English";"2019-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
6170;21100815354;"JLIS.it";journal;"20381026, 20385366";"Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo";Yes;Yes;0,260;Q2;10;30;141;783;59;137;0,45;26,10;52,38;0;4;Italy;Western Europe;"Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo";"2017-2025";"Conservation (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
6171;21101204645;"Anbar Journal of Agricultural Sciences";journal;"19927479, 26176211";"University of Anbar";Yes;No;0,260;Q3;5;115;58;3549;123;58;2,12;30,86;34,81;0;30;Iraq;Middle East;"University of Anbar";"2023-2024";"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Food Science (Q3); Horticulture (Q3)";"Agricultural and Biological Sciences"
